City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
149,Laguna Seca,HN,2020-04-07 00:53:42,14.7,-86.1,83.57,31,0,5.28,clear sky,0.0,0.0
150,Palmer,US,2020-04-07 00:53:42,42.16,-72.33,55.99,22,20,4.7,few clouds,0.0,0.0
151,San Vicente,AR,2020-04-07 00:53:42,-26.62,-54.13,62.11,84,63,4.99,broken clouds,0.0,0.0
152,Acajutla,SV,2020-04-07 00:53:42,13.59,-89.83,78.01,83,5,1.99,clear sky,0.0,0.0
153,Saint George,US,2020-04-07 00:51:47,37.1,-113.58,64.99,31,1,12.75,clear sky,0.0,0.0
154,Vanimo,PG,2020-04-07 00:53:42,-2.67,141.3,82.53,74,99,7.27,light rain,0.01889763779527559,0.0
155,Kahului,US,2020-04-07 00:53:42,20.89,-156.47,82.4,58,40,9.17,scattered clouds,0.0,0.0
156,Faanui,PF,2020-04-07 00:53:42,-16.48,-151.75,83.97,72,20,10.8,light rain,0.044094488188976384,0.0
157,Carnarvon,AU,2020-04-07 00:53:43,-24.87,113.63,75.2,78,13,12.75,few clouds,0.0,0.0
158,Bredasdorp,ZA,2020-04-07 00:53:43,-34.53,20.04,57.99,58,43,12.75,light rain,0.00984251968503937,0.0
159,Ati,TD,2020-04-07 00:53:43,13.22,18.34,87.1,11,6,4.79,clear sky,0.0,0.0
160,Albacete,ES,2020-04-07 00:53:43,38.83,-2.0,52.0,93,40,6.93,scattered clouds,0.0,0.0
161,Bambous Virieux,MU,2020-04-07 00:53:08,-20.34,57.76,78.01,78,75,19.46,broken clouds,0.0,0.0
162,Bani Walid,LY,2020-04-07 00:53:43,31.76,13.99,54.91,65,0,4.88,clear sky,0.0,0.0
163,Tessalit,ML,2020-04-07 00:53:43,20.2,1.01,77.41,13,0,14.34,clear sky,0.0,0.0
164,Ubaitaba,BR,2020-04-07 00:53:43,-14.31,-39.32,80.6,88,75,3.36,broken clouds,0.0,0.0
165,Sept-Iles,CA,2020-04-07 00:49:06,50.2,-66.38,37.4,47,75,13.87,broken clouds,0.0,0.0
166,Greenville,US,2020-04-07 00:53:43,35.61,-77.37,64.4,87,1,4.7,clear sky,0.0,0.0
167,Mahebourg,MU,2020-04-07 00:53:43,-20.41,57.7,78.01,78,75,19.46,broken clouds,0.0,0.0
168,Tabou,CI,2020-04-07 00:53:44,4.42,-7.35,80.78,87,23,5.01,light rain,0.046062992125984255,0.0
169,Fukue,JP,2020-04-07 00:53:44,32.69,128.84,59.0,51,55,9.17,broken clouds,0.0,0.0
170,Devgarh,IN,2020-04-07 00:53:44,25.53,73.9,72.84,19,17,5.5,few clouds,0.0,0.0
171,Yellowknife,CA,2020-04-07 00:53:44,62.46,-114.35,28.4,68,75,17.22,broken clouds,0.0,0.0
172,San Policarpo,PH,2020-04-07 00:49:03,12.18,125.51,80.98,75,20,10.09,light rain,0.004724409448818898,0.0
173,Oranjemund,NA,2020-04-07 00:53:44,-28.55,16.43,56.52,83,74,3.69,broken clouds,0.0,0.0
174,Tuatapere,NZ,2020-04-07 00:50:22,-46.13,167.68,57.0,72,46,15.99,light rain,0.03897637795275591,0.0
175,Biryusinsk,RU,2020-04-07 00:53:44,55.96,97.82,31.55,84,0,5.75,clear sky,0.0,0.0
176,Ketchikan,US,2020-04-07 00:53:44,55.34,-131.65,44.6,52,75,23.04,broken clouds,0.0,0.0
177,Fergus Falls,US,2020-04-07 00:53:46,46.28,-96.08,55.4,76,90,11.41,overcast clouds,0.0,0.0
178,Leirvik,NO,2020-04-07 00:53:46,59.78,5.5,44.6,93,99,4.7,light rain,0.021653543307086617,0.0
179,Te Anau,NZ,2020-04-07 00:53:46,-45.42,167.72,56.66,57,54,8.1,light rain,0.01299212598425197,0.0
180,Chokurdakh,RU,2020-04-07 00:53:46,70.63,147.92,1.42,92,33,13.6,scattered clouds,0.0,0.0
181,Swan River,CA,2020-04-07 00:53:46,52.11,-101.27,36.34,84,100,8.55,light rain,0.03149606299212599,0.0
182,Asau,RO,2020-04-07 00:53:46,46.43,26.4,37.99,55,0,4.7,clear sky,0.0,0.0
183,Great Yarmouth,GB,2020-04-07 00:53:46,52.61,1.73,45.0,75,4,2.24,clear sky,0.0,0.0
184,Teknaf,BD,2020-04-07 00:53:47,20.86,92.31,72.55,88,0,2.91,clear sky,0.0,0.0
185,New Norfolk,AU,2020-04-07 00:53:47,-42.78,147.06,57.99,58,20,13.87,few clouds,0.0,0.0
186,Bereda,ES,2020-04-07 00:53:47,43.27,-7.54,57.2,71,100,3.36,light rain,0.018110236220472444,0.0
187,Upernavik,GL,2020-04-07 00:53:47,72.79,-56.15,14.4,91,0,15.14,clear sky,0.0,0.0
188,Camana,PE,2020-04-07 00:53:47,-16.62,-72.71,73.99,74,67,5.19,broken clouds,0.0,0.0
189,Trincomalee,LK,2020-04-07 00:53:47,8.57,81.23,78.46,84,12,3.76,few clouds,0.0,0.0
190,Fakel,RU,2020-04-07 00:53:47,57.63,53.03,23.9,93,6,8.55,clear sky,0.0,0.0
191,Lompoc,US,2020-04-07 00:53:47,34.64,-120.46,60.01,66,20,10.29,few clouds,0.0,0.0
192,Nikolskoye,RU,2020-04-07 00:53:47,59.7,30.79,35.01,86,96,2.24,overcast clouds,0.0,0.0
193,Neuquen,AR,2020-04-07 00:50:02,-38.95,-68.06,53.46,31,0,7.99,clear sky,0.0,0.0
194,Marienburg,PL,2020-04-07 00:53:48,54.04,19.03,53.6,37,0,5.82,clear sky,0.0,0.0
195,Beringovskiy,RU,2020-04-07 00:53:48,63.05,179.32,7.57,84,0,1.16,clear sky,0.0,0.0
196,Naze,JP,2020-04-07 00:53:48,28.37,129.48,66.2,68,75,3.36,broken clouds,0.0,0.0
197,Pedasi,PA,2020-04-07 00:53:48,7.53,-80.03,80.17,83,58,9.33,broken clouds,0.0,0.0
198,Inirida,CO,2020-04-07 00:53:48,3.87,-67.92,77.79,93,100,2.24,light rain,0.009055118110236222,0.0
199,Tilichiki,RU,2020-04-07 00:53:48,60.47,166.1,24.15,95,100,11.52,light snow,0.0,0.009055118110236222
200,Sigli,ID,2020-04-07 00:53:48,5.38,95.96,80.28,73,78,1.41,broken clouds,0.0,0.0
201,Birao,CF,2020-04-07 00:53:48,10.28,22.79,78.33,14,2,3.18,clear sky,0.0,0.0
202,Alyangula,AU,2020-04-07 00:53:48,-13.85,136.42,87.8,66,70,6.93,light rain,0.011023622047244096,0.0
203,Narsaq,GL,2020-04-07 00:53:48,60.92,-46.05,24.8,38,9,6.93,clear sky,0.0,0.0
204,Townsville,AU,2020-04-07 00:53:49,-19.25,146.8,84.2,58,40,11.41,scattered clouds,0.0,0.0
205,Tottori,JP,2020-04-07 00:49:15,35.5,134.23,53.6,37,96,2.24,overcast clouds,0.0,0.0
206,Kajaani,FI,2020-04-07 00:53:49,64.23,27.73,32.0,90,75,12.75,broken clouds,0.0,0.0
207,Neiafu,TO,2020-04-07 00:53:49,-18.65,-173.98,82.4,94,90,8.05,overcast clouds,0.0,0.0
208,The Valley,AI,2020-04-07 00:53:49,18.22,-63.06,82.0,83,40,8.05,scattered clouds,0.0,0.0
209,San Jose,US,2020-04-07 00:50:19,37.34,-121.89,54.0,76,75,4.7,light rain,0.0,0.0
210,Am Timan,TD,2020-04-07 00:53:49,11.03,20.28,83.98,23,0,3.6,clear sky,0.0,0.0
211,Jumla,NP,2020-04-07 00:53:49,29.27,82.18,39.83,25,3,5.59,clear sky,0.0,0.0
212,Saint-Philippe,RE,2020-04-07 00:53:49,-21.36,55.77,77.0,60,3,4.7,light rain,0.016929133858267716,0.0
213,Ambovombe,MG,2020-04-07 00:51:33,-25.17,46.08,71.6,72,12,5.19,few clouds,0.0,0.0
214,Coahuayana,MX,2020-04-07 00:53:50,18.73,-103.68,80.6,54,40,11.41,scattered clouds,0.0,0.0
215,Langsa,ID,2020-04-07 00:53:50,4.47,97.97,75.97,87,100,2.15,overcast clouds,0.0,0.0
216,Namatanai,PG,2020-04-07 00:53:50,-3.67,152.43,83.7,70,71,7.63,light rain,0.011023622047244096,0.0
217,Dubove,UA,2020-04-07 00:53:50,48.17,23.89,45.0,30,0,5.82,clear sky,0.0,0.0
218,Cuamba,MZ,2020-04-07 00:53:50,-14.8,36.54,66.65,69,31,0.87,scattered clouds,0.0,0.0
219,Svetlaya,RU,2020-04-07 00:53:50,46.54,138.33,36.03,90,100,3.89,light snow,0.0,0.03661417322834646
220,Saskylakh,RU,2020-04-07 00:53:50,71.92,114.08,25.41,97,100,8.39,light snow,0.0,0.009448818897637795
221,Ribas Do Rio Pardo,BR,2020-04-07 00:53:50,-20.44,-53.76,77.95,66,42,4.45,light rain,0.040944881889763786,0.0
222,Westerland,DE,2020-04-07 00:53:51,54.91,8.3,48.0,89,58,3.0,light rain,0.023228346456692913,0.0
223,Nome,US,2020-04-07 00:53:51,64.5,-165.41,7.0,77,1,16.11,clear sky,0.0,0.0
224,Hokitika,NZ,2020-04-07 00:53:51,-42.72,170.97,59.63,87,100,6.85,moderate rain,0.3598425196850394,0.0
225,Zhigansk,RU,2020-04-07 00:53:51,66.77,123.37,33.13,95,100,15.28,light snow,0.0,0.011811023622047244
226,Kenai,US,2020-04-07 00:53:51,60.55,-151.26,30.0,39,1,18.34,clear sky,0.0,0.0
227,Sobolevo,RU,2020-04-07 00:53:51,54.43,31.9,36.93,82,1,1.52,clear sky,0.0,0.0
228,Nisia Floresta,BR,2020-04-07 00:53:51,-6.09,-35.21,82.4,78,40,10.29,scattered clouds,0.0,0.0
